export,problem1,problem2,sectors,growth_level,rdpercentage,workersincrease,workers,school,major,years,experience,debtratio,turnover,gaintorevenue,gainincrease,capital,IES,profit,investment,patent,patent_global,technique,development,marketing,brands,howmarket,goods
0,2,5,manufature,ebb,0.133333333,1,150,3,business,15,0,0.472393915,1.056445251,0.052346638,0.799015513,25352,0.010641078,1358,2267,28,0,3,3,3,0,direct,2
45,4,7,manufature,highgrow,0.106227106,1.070588235,273,4,business,1,0,0.403199407,1.097697283,0.096088876,1.547452888,57975,0.012036644,2983,7059,40,0,3,4,3,0,direct,2
0,2,4,manufature,matured,0.027027027,1.016483516,185,4,engineer,10,0,0.708119971,7.926817043,0.024724927,1.331705263,3990,0.002782345,459,931,0,0,2,3,2,0,direct,3
0,3,2,manufature,matured,0.042735043,1,234,1,,18,1,0.508070276,2.706736353,0.028641922,0.784350021,3444,0.004183652,412,180,9,0,3,3,4,0,direct,2
3,3,7,manufature,highgrow,0.084615385,1,130,1,,20,0,0.601666428,1.863901607,-0.02880262,0.714674194,11139,0.016376072,-974,2172,7,0,3,4,4,0,direct,2
75,3,7,manufature,highgrow,0.076335878,1.007692308,262,5,engineer,20,0,0.828541463,8.068500076,0.046433964,1.13294055,19781,0.016140047,4559,680,7,0,3,3,4,0,direct,1
30,3,7,manufature,highgrow,0.304347826,1.045454545,115,4,engineer,6,0,0.787082559,2.633917599,-0.015715934,0.747060226,15461,0.035434521,-5625,690,50,0,3,4,4,2,direct,2
80,7,4,manufature,highgrow,0.044247788,1,226,5,engineer,7,0,0.496797685,1.695923246,-0.065639346,0.685141925,30956,0.011219261,-7052,250,11,0,2,3,3,3,direct,3
98,3,7,manufature,highgrow,0.083682008,1.593333333,239,3,business,10,0,0.570930722,2.214080661,0.161061303,1.463213178,28564,0.011258163,6283,3618,12,1,2,3,3,0,direct,2
40,3,7,manufature,highgrow,0.114035088,1,114,3,engineer,14,0,0.204507312,1.105183846,0.058403781,1.443985036,19908,0.001499864,897,400,22,1,3,4,3,1,indirect,3
30,3,5,manufature,highgrow,0.212121212,1,165,3,business,13,0,0.355373274,2.798490849,0.067392397,1.01857696,42673,1.67E-05,8058,3306,14,0,2,3,3,0,direct,2
0,3,2,software,highgrow,0.333333333,1,9,3,business,0,0,0.675,2.506903353,0.023603462,1.008730159,507,0.027537372,53,74,6,0,3,4,3,0,direct,1
0,1,5,software,highgrow,0.333333333,1,9,3,engineer,10,0,0.530209618,1.254593176,0.073221757,1.004201681,381,0.00209205,33,566,0,0,2,3,3,0,direct,1
0,3,2,software,highgrow,0.555555556,1.5,9,5,other,19,0,0.34127844,0.527960526,0.003115265,1.059405941,608,0.012461059,189,372,26,0,3,4,3,1,direct,2
0,5,1,software,founded,0.333333333,1,6,4,engineer,2,0,1.463302752,-0.435643564,-2.909090909,0.458333333,-101,0.090909091,-66,92,0,0,2,3,3,0,both,2
0,3,1,software,highgrow,0.333333333,1,9,2,engineer,12,0,0.710714286,4.806584362,0.030821918,1.426129426,243,0.016267123,55,140,1,0,2,4,3,0,both,1
0,1,2,software,growing,0.571428571,1.166666667,7,4,engineer,10,0,0.866141732,6.470588235,-1.136363636,0.894308943,17,0.027272727,-16,34,6,0,3,3,2,0,direct,2
5,4,3,software,matured,0.357142857,1,14,4,engineer,11,0,0.295420975,2.616352201,0.017628205,0.934131737,477,0.001602564,20,100,1,0,3,4,2,1,direct,3
0,5,3,software,matured,0.333333333,1.666666667,15,2,humanities,0,0,0.338892595,2.097880928,0.138528139,1.563157895,991,0.005772006,241,311,0,0,3,3,4,0,both,2
0,1,4,software,matured,0.172413793,1,29,4,engineer,10,0,0.490586146,3.024058577,-0.033437104,0.708,2868,0.004727315,-561,171,0,0,2,3,2,0,direct,2
0,1,7,software,highgrow,0.304347826,0.71875,23,4,business,12,0,0.631637168,2.321321321,0.068564036,0.91641968,1332,0.002910737,282,500,1,0,2,3,3,0,direct,1
0,7,3,software,highgrow,0.586206897,1.035714286,29,5,engineer,15,0,0.188602442,1.734448161,0.017547243,1.153469751,2990,0,525,1385,28,0,3,3,3,1,direct,2
0,2,7,software,matured,0.368421053,1.027027027,38,3,business,19,0,0.407421014,1.923434594,0.017888799,1.371270718,3226,0.01369863,249,300,18,0,3,4,3,0,direct,1
0,2,3,software,highgrow,0.1,1.212121212,40,3,engineer,10,0,0.634083045,3.631205674,0.075846354,1.32987013,846,0.011393229,211,120,1,0,3,3,3,1,both,1
0,3,4,software,highgrow,0.567567568,1.321428571,37,4,engineer,0,0,0.615137788,3.105443845,0.107075174,1.568103021,2039,0.013739735,617,1048,6,0,3,4,4,0,direct,2
0,2,5,software,ebb,0.111111111,1,54,3,engineer,2,0,0.531512605,3.148389727,-0.01424317,1.358487247,2453,0.008804869,158,162,1,0,3,3,3,0,direct,3
5,3,1,software,matured,0.1625,1.038961039,80,1,,8,0,2.255642023,-4.129841958,-0.438733398,0.79289624,-3227,0.004352067,-5388,187,11,0,3,5,5,0,direct,3
0,5,3,software,matured,0.517241379,1.115384615,145,3,engineer,8,0,0.291271171,4.194590336,0.032241908,0.866778815,3808,0.002379015,481,1193,2,0,4,3,3,0,direct,3
0,3,2,IT,highgrow,0.25,1.142857143,8,3,naturalschience,10,0,0.534779834,3.115226337,0.046675473,1.308179724,729,0.000440335,118,55,2,0,2,3,3,0,both,1
10,3,4,IT,growing,0.375,1,8,5,other,14,0,0.616766467,2.5546875,0.039755352,1.549763033,128,0.009174312,8,75,0,0,3,3,3,3,both,2
10,1,7,IT,highgrow,0.75,1.333333333,4,3,engineer,1,0,0.787234043,12.8,-0.328125,0.677248677,10,0,-21,64,4,0,2,3,3,1,direct,2
0,5,1,IT,growing,0.222222222,1.125,9,5,humanities,10,0,0.770526316,3.28440367,-0.407821229,1.173770492,109,0.036312849,4,99,0,0,2,4,3,0,both,3
0,7,4,IT,matured,0.285714286,1.05,21,3,engineer,5,0,0.751264368,1.852125693,0.017964072,0.804819277,1082,0.030439122,91,100,1,0,3,4,3,0,direct,2
0,1,3,IT,highgrow,0.166666667,1.363636364,30,3,humanities,13,0,0.780169101,7.125874126,-0.047350343,0.817161187,572,0.0171737,5,160,6,0,3,4,3,0,direct,2
0,2,5,IT,highgrow,0.142857143,1.060606061,70,3,engineer,5,0,0.816552451,12.09893268,0.015811081,1.324986513,2436,0.003732229,759,850,1,0,4,3,3,0,indirect,3
0,2,5,IT,matured,0.105263158,1,57,3,engineer,0,0,0.512867169,2.165421558,-0.066042385,0.953925717,1874,0.017989157,30,725,5,0,2,4,3,0,direct,1
0,2,3,IT,highgrow,0.064171123,1.355072464,187,3,humanities,12,0,0.630702126,2.511318898,-0.243582207,0.858560933,6096,0.014958521,-3438,556,2,0,3,3,3,2,direct,2
0,1,2,Other,highgrow,0.222222222,1,9,3,naturalschience,8,0,0.6359013,13.91515779,0.033608447,1.160897713,1933,0.002156294,720,34,4,0,3,3,3,0,direct,2
0,5,7,Other,matured,0,1.25,5,1,,0,0,1.718699187,-1.117647059,-0.29757085,1.008163265,-442,0.091093117,-188,0,0,0,3,3,3,0,direct,2
0,2,1,Other,highgrow,0.125,1,8,3,engineer,7,0,0.272955975,3.44982699,0.091273821,1.234165463,1734,0.013540622,419,210,8,0,2,3,3,0,direct,1
0,3,6,Other,highgrow,0,1.142857143,8,3,business,21,0,0.52248394,4.946188341,0.132366274,1.237934905,223,0.015412511,129,64,3,0,3,4,3,0,direct,2
70,3,4,Other,growing,0.333333333,0.818181818,9,1,,20,0,0.845212383,8.43255814,0.105350248,1.021984216,215,0.022062879,161,90,1,0,3,4,4,0,direct,1
0,7,8,Other,highgrow,0.75,1.142857143,8,3,other,5,0,0.562563581,1.893023256,0.2002457,1.300319489,430,0.014742015,184,64,0,0,2,3,3,0,direct,2
0,3,7,Other,highgrow,0.5,1.142857143,8,4,engineer,10,0,0.492094862,3.782101167,0.096707819,1.151658768,257,0.00617284,119,227,0,0,2,3,4,0,direct,1
0,4,7,Other,highgrow,0.333333333,1,9,3,engineer,15,0,0.79342723,4.377840909,0.0266061,0.18575217,352,0.024659312,31,85,4,0,2,3,3,0,direct,1
0,4,5,Other,growing,0.333333333,2.25,9,3,engineer,7,0,0.068801898,3.337579618,0.160687023,1.590771099,785,0,420,136,6,0,3,4,3,0,direct,2
0,7,4,Other,highgrow,0.607142857,0.823529412,28,5,engineer,10,0,0.406941951,2.378607467,0.026726625,1.071065067,4955,0.007296793,451,1000,11,0,3,5,4,2,direct,1
0,1,2,Other,matured,0.333333333,0.388888889,21,1,,18,0,0.66659992,2.007807808,0.084056237,1.580614657,1665,0.028417589,296,0,0,0,2,4,3,0,both,2
0,1,3,Other,matured,0.230769231,1,13,4,engineer,10,0,0.174430916,1.638025008,0.223722842,1.377831715,3119,0,1196,280,5,0,2,4,2,1,direct,2
0,2,3,Other,highgrow,0.153846154,1.444444444,13,3,engineer,10,0,0.511700468,3.96485623,0.103948429,1.668010753,626,0.004834811,251,100,1,0,3,3,3,0,direct,2
0,2,4,Other,highgrow,0.043478261,1.045454545,23,3,business,19,0,0.510026876,1.937130802,0.030276628,1.020902824,2370,0.010890873,145,0,0,0,3,4,3,0,direct,2
0,1,3,Other,highgrow,0,1.272727273,14,1,,17,0,0.4,3.880597015,-0.093589744,0.89347079,201,0.002564103,-40,0,0,0,2,3,2,0,both,2
0,8,3,Other,highgrow,0.107142857,1.037037037,28,4,engineer,16,0,0.260631001,0.848794063,0.04863388,1.026360067,2156,0.007103825,81,210,14,0,3,4,3,0,direct,2
0,4,2,Other,matured,0.106382979,1.02173913,47,3,other,16,0,0.68675667,4.262185736,0.004815216,1.257683573,1949,0.00890815,528,1651,13,0,3,4,3,0,direct,2
0,1,5,Other,matured,0.127659574,1,47,3,engineer,15,0,0.549689441,2.564750958,0.063937855,0.710766617,1305,0.003286525,211,316,0,0,2,3,4,0,direct,2
10,3,6,Other,highgrow,0.22,1.19047619,50,4,engineer,10,0,0.220231078,1.849107953,0.001471791,0.879097182,3307,0.000817661,90,450,0,0,3,4,4,0,direct,2
0,2,7,Other,matured,0.169230769,1.015625,65,4,engineer,12,0,0.447454308,0.899389644,0.050569177,0.963509808,5079,0.040499124,160,2230,9,0,2,4,4,0,direct,2
0,1,3,Other,matured,0.608695652,1,92,3,engineer,12,0,0.502094468,0.802727009,0.071557644,0.924799465,3447,0.013733285,136,427,4,0,3,4,3,0,direct,2
0,2,3,Other,matured,0.02,1.282051282,50,3,naturalschience,10,0,0.351124666,2.55640423,0.052401747,1.304256595,1702,0.004596644,198,205,0,0,3,2,2,0,direct,1
0,3,7,Other,matured,0.625,0.695652174,80,3,engineer,3,0,0.720314892,3.129007037,0.030984508,0.812423873,1279,0.018490755,8,88,0,0,3,4,3,0,indirect,2
0,1,3,Other,growing,0.865384615,1.181818182,52,5,engineer,19,0,0.69233631,2.860338573,0.052208835,1.211213518,1654,0.023250898,244,724,6,0,3,3,3,0,direct,2
0,4,3,Other,growing,0.2,1,75,3,business,20,0,0.783653071,10.56631893,0.023836389,1.277247343,1342,0.008533145,230,230,4,0,2,4,4,0,direct,2
0,5,7,Other,highgrow,0.815789474,0.554744526,76,1,,10,0,0.899432087,10.26588235,0.052257621,0.606646274,425,0.015585606,156,782,0,0,3,4,4,0,direct,3
0,1,3,Other,matured,0.911111111,1.046511628,90,4,engineer,10,0,0.326152683,1.317068611,0.093825408,1.009601605,5349,0.006671398,764,1516,2,0,3,4,3,0,both,1
0,2,4,Other,growing,0.677083333,1.078651685,96,3,engineer,20,0,0.399353842,2.765201123,0.054634641,0.915950112,4276,0.012347767,536,660,1,0,3,4,3,0,direct,2
0,2,3,Other,highgrow,0.020547945,1,146,1,,15,0,0.727047692,8.378476421,0.033001395,1.106338815,4962,0.008418723,1503,119,1,0,2,4,3,0,direct,3
25,6,7,Other,matured,0,1.079136691,150,3,humanities,16,0,0.61079526,5.930086237,0.01677561,1.432828363,22728,0.001921664,1254,3731,0,0,2,2,3,0,direct,2
0,2,4,Other,matured,0.007594937,0.963414634,395,4,engineer,6,0,0.531953903,4.499720201,0.002735978,0.818672368,1787,0.004352692,20,80,1,0,2,3,3,0,direct,2
0,4,5,Other,highgrow,0.183486239,1.159574468,109,3,business,0,0,0.467991914,3.212792907,0.080228662,1.533555018,1579,0.008279125,486,830,22,0,3,4,4,0,direct,2
0,5,7,Other,highgrow,0.051851852,1,135,3,engineer,6,0,0.495014868,2.889851056,0.046625914,1.061315354,2887,0.005393743,414,450,3,0,2,4,3,0,direct,2
0,2,3,Other,growing,0,1.016949153,120,2,business,6,0,0.608608068,6.093648004,0.14684191,1.309327291,7966,0.002616291,4985,14659,0,0,2,3,3,0,direct,1
0,2,6,Other,matured,0,1.012345679,164,3,business,7,0,0.246348842,1.395529102,0.102348244,0.753181992,57796,0.001983733,6196,730,0,0,3,3,3,0,direct,2
0,5,7,energy/medical,highgrow,0.25,1.142857143,8,3,business,9,0,0.728829686,3.080701754,0.053530752,1.060386473,285,0.018223235,66,166,0,0,3,4,3,0,direct,2
5,3,7,energy/medical,matured,0.263157895,1.1875,19,3,engineer,13,0,0.562851782,3.767014102,0.087727865,1.443269908,1631,0.009114583,436,151,1,0,2,4,3,0,direct,3
0.2,2,4,energy/medical,highgrow,0.115384615,1.181818182,26,5,engineer,10,0,0.677094972,3.414532872,0.072152412,1.289260517,1445,0.021888934,290,102,9,0,2,4,4,0,direct,2
0,2,1,energy/medical,highgrow,0.4375,1.066666667,16,3,engineer,22,0,0.677371489,2.096911958,0.061256462,1.291059871,3044,0.030706564,234,340,13,0,3,4,4,0,direct,2
50,5,1,energy/medical,highgrow,0.125,1.2,48,3,engineer,11,0,0.555191257,2.536650287,0.183792074,1.593030732,4884,0.003470821,1316,972,8,0,3,3,3,1,direct,2
0,3,7,energy/medical,matured,0.0625,0.888888889,48,3,business,20,0,0.520884825,3.847304617,0.024470367,1.054954381,3877,0.015486726,99,779,3,0,4,4,4,1,direct,1
5,7,8,energy/medical,highgrow,0.102040816,1.113636364,49,5,naturalschience,0,0,0.596098014,1.725704428,0.098133955,1.007385029,3478,0.026157947,759,2215,9,0,3,3,3,0,both,2
50,7,8,energy/medical,highgrow,0.169014085,1.059701493,71,3,humanities,10,3,0.683064516,1.234605598,0.024182468,1.179769817,5895,0.043693322,-234,4085,40,1,4,5,4,3,direct,3
25,4,2,energy/medical,highgrow,0.375,1.142857143,80,4,engineer,17,0,0.809518023,13.53221348,0.031897175,1.865131001,4703,0.005546652,1351,910,11,0,3,3,3,0,direct,2
20,3,4,energy/medical,highgrow,0.281690141,1,71,2,engineer,0,0,0.786222438,7.236047954,0.074097349,3.243583804,4838,0.009540676,1393,500,27,0,3,3,3,4,indirect,3
10,5,4,energy/medical,matured,0.06741573,1,89,3,engineer,7,0,0.720684157,4.016346653,0.03197881,1.179352381,3854,0.015957103,212,584,7,0,2,4,3,0,direct,3
0,3,7,energy/medical,highgrow,0.071428571,1,56,3,engineer,10,0,0.542057156,3.102577059,-0.207410423,0.968148849,3958,0.024022801,279,200,8,0,2,4,4,3,direct,2
0,1,3,energy/medical,matured,0.153846154,1,91,1,,11,0,0.960395573,23.49464923,-0.380231793,1.292959037,841,0.03664153,-8005,1500,1,0,3,4,3,0,direct,2
20,3,4,energy/medical,growing,0.235294118,1,51,1,,13,0,0.615686975,1.583217108,0.106739099,1.342068966,4302,0.029070621,721,2570,13,0,3,3,3,1,both,2
10,5,3,energy/medical,growing,0.052631579,1.14,57,3,business,20,0,0.690821918,2.459237926,0.208449689,2.659559176,4514,0.018917215,1738,506,2,0,3,3,4,0,direct,2
36,3,5,energy/medical,highgrow,0.206349206,1.05,63,5,engineer,16,0,0.560770987,0.166948743,-1.814627082,1.3215311,8272,0.120202752,-2139,894,13,0,3,4,4,2,direct,2
65,7,8,energy/medical,highgrow,0.061403509,1.065420561,342,5,naturalschience,10,0,0.605473231,1.480333778,0.127011247,1.068602645,50213,0.01722004,4291,1400,313,1,4,5,3,25,both,3
52,3,7,energy/medical,highgrow,0.141868512,1.090566038,289,3,engineer,12,0,0.666856866,1.836473409,0.091095619,1.086182444,23354,0.031103546,-1134,12869,64,0,3,4,4,6,direct,2
20,5,1,energy/medical,matured,0.34,1.052631579,100,3,engineer,18,0,0.64945331,4.601264489,0.018366693,0.997487208,4745,0.005679476,474,1637,3,0,2,3,3,0,direct,1
0,1,7,computer,highgrow,0.285714286,1,7,3,engineer,6,0,0.349809886,6.330409357,0.079445727,1.135291033,342,0.000923788,246,82,2,0,2,3,3,0,direct,2
0,3,1,computer,highgrow,0.25,1.333333333,8,3,engineer,6,0,0.750666667,2.259358289,0.041025641,2.910447761,1122,0.024457594,77,66,9,0,2,3,4,1,both,2
0,5,2,computer,matured,0.222222222,1,9,3,engineer,2,0,0.652346332,0.789923954,0.055354994,1.08203125,1052,0.061371841,42,113,5,0,2,3,3,1,indirect,1
0,7,4,computer,matured,0.333333333,0.75,9,5,engineer,8,0,0.186915888,1.373563218,0.063956964,0.899462366,1218,0.003586372,101,159,14,0,3,3,4,0,both,2
0,2,4,computer,growing,0.5,1,2,4,engineer,16,0,0.127118644,0.155339806,-4.4375,1,103,0,-67,280,6,0,1,3,3,2,direct,2
0,3,2,computer,growing,0.4,1.666666667,5,4,engineer,0,0,0.993623804,42.83333333,0.192607004,4.50877193,12,0.073929961,136,1079,2,0,2,3,3,0,direct,2
0,7,1,computer,growing,0.227272727,1,22,4,engineer,11,0,0.934195635,8.211302211,-0.25733094,1.525330899,407,0.060143627,-915,291,11,0,2,4,3,1,both,2
0,2,4,computer,highgrow,0.111111111,1.058823529,18,2,engineer,20,0,0.790824261,7.118959108,0.09921671,1.200626959,269,0.015665796,160,100,0,0,3,4,4,0,direct,3
0,3,4,computer,highgrow,0.222222222,1.058823529,18,5,engineer,20,0,0.235262878,0.778472222,0.041926851,1.222464558,1440,0.010704728,18,255,11,0,3,4,4,1,direct,2
0,3,4,computer,highgrow,0.25,1,20,1,,15,0,0.698881219,2.350988142,0.091123067,1.831280788,1265,0.009078682,226,159,0,0,2,4,3,0,both,2
0,1,3,computer,growing,0.285714286,1.4,14,2,engineer,14,0,0.226862302,2.124087591,0.2139748,0.813455088,2055,0.001603666,829,155,1,0,2,3,3,0,direct,2
0,1,7,computer,matured,0.102040816,1,49,3,engineer,8,0,0.71855115,3.380621118,0.00279268,0.567194664,4025,0.017858455,634,5269,0,0,2,4,4,0,both,2
45,7,8,computer,matured,0.142857143,1.09375,35,3,engineer,20,0,0.399107901,0.577471427,-0.076719037,0.730838055,8487,0.026933279,-546,336,33,0,2,4,4,3,direct,2
2,1,5,computer,matured,0.175,1.081081081,40,3,business,18,0,0.317939449,1.520604214,0.063001046,1.500523013,7547,0.004444057,916,2210,1,0,4,4,4,0,both,1
0,2,5,computer,matured,0,1.214285714,68,3,humanities,10,0,0.22567734,2.312259775,0.057491689,1.018209408,7545,0.00217815,842,162,2,0,3,4,4,0,direct,1
20,6,1,computer,highgrow,0.203125,1.306122449,64,3,engineer,20,0,0.77991223,3.609480813,0.116010006,1.104281768,2658,0.019699812,896,409,19,0,2,4,3,3,direct,3
75,1,4,computer,matured,0.058252427,1.226190476,103,3,engineer,2,0,0.65118823,4.85872207,0.142626628,1.308330518,12755,0.003533797,5439,907,12,0,3,4,4,0,direct,3
0,5,3,computer,matured,0.047619048,1.018181818,168,1,,18,0,0.299748598,3.421016294,0.017679112,0.929329682,7242,0.002421796,344,4761,0,0,3,4,4,0,direct,2
0,1,5,computer,matured,0.096296296,1,135,1,,17,0,0.704452781,5.913355408,0.033504433,1.001308289,1812,0.015585628,230,776,6,0,3,4,3,0,both,2
20,7,2,computer,highgrow,0.01305483,1,1532,3,engineer,20,0,0.798952608,6.32036932,0.028090392,1.127476329,19387,0.014575665,1859,4354,3,0,3,4,4,0,direct,3
60,8,4,computer,matured,0.361111111,1.25,360,3,engineer,5,0,0.283883216,0.888628949,0.060703277,1.006430911,170125,0.003161836,12538,2010,728,0,3,5,4,0,direct,3
20,2,3,computer,matured,0.15625,1,192,5,engineer,5,0,0.352198606,0.687838183,0.045325516,0.997889397,78360,0.0066235,3132,16996,111,0,4,4,4,0,direct,3
0,1,5,telecommunication,matured,0.25,1,8,3,business,1,1,0.239735724,2.038485413,0.056942753,1.184704185,1611,0.0045676,194,144,9,0,3,4,4,0,direct,3
0,5,2,telecommunication,matured,0.333333333,1,9,1,,5,0,0.076976907,0.946171342,0.049679487,0.722222222,1319,0,66,180,5,0,3,4,4,0,direct,2
0,1,4,telecommunication,matured,0.208333333,1.043478261,24,3,engineer,18,0,0.527380171,0.876076688,0.081509673,0.853315291,3599,0.03108151,202,672,21,0,2,4,3,1,both,3
0,4,2,telecommunication,highgrow,0,1,48,3,engineer,5,1,0.95157086,33.51558074,-0.076071338,1.252487826,353,0.01732736,-628,183,4,0,3,4,3,0,indirect,2
66,2,4,telecommunication,matured,0.125,1,240,2,engineer,3,0,0.620939065,4.235639296,0.036397222,0.976693453,25051,0.012534517,1265,3144,42,0,4,4,3,0,both,3
0,2,4,telecommunication,highgrow,0.085470085,1,117,3,engineer,10,0,0.291739282,2.165846457,-0.023176551,1.019694161,4064,0.00204499,108,350,18,0,3,3,2,0,direct,2
0,2,4,telecommunication,highgrow,0.128205128,1,195,3,humanities,5,0,0.713825603,2.578597786,0.020606754,0.847004636,10840,0.019783915,542,2059,12,0,4,3,3,0,direct,2
95,2,5,telecommunication,highgrow,0.246031746,1,126,3,engineer,12,0,0.896686529,8.148306378,-0.103025991,0.681904081,3277,0.032731631,-5642,933,7,0,3,2,2,0,direct,2
12,3,4,telecommunication,matured,0.154255319,1.032967033,188,3,naturalschience,12,0,0.678415714,1.430650982,0.05245682,0.766814918,49049,0.044191415,4568,16288,23,0,3,4,4,0,indirect,3
0,2,3,food/clothes,highgrow,0.5,1.333333333,4,5,engineer,6,0,0.146993458,1.052438443,0.073291492,1.086528262,27251,0.001220363,2140,15,10,0,4,4,3,0,direct,1
0,2,4,food/clothes,matured,0.222222222,1.125,9,1,,3,0,0.53847895,0.540951447,0.093381686,1.067763795,2039,0.047144152,51,1702,0,0,3,3,3,0,direct,2
0,3,2,food/clothes,matured,0.111111111,1.125,9,3,engineer,3,0,0.243775333,1.268759571,0.096560048,1.219278882,1306,0.006035003,101,42,0,0,2,4,3,0,direct,2
0,3,8,food/clothes,highgrow,0.222222222,1.125,9,4,engineer,7,1,0.308724832,2.018446602,0.028860029,0.933123878,1030,0.006734007,56,68,3,0,2,4,4,0,both,1
0,2,7,food/clothes,matured,0.222222222,1,9,2,naturalschience,15,0,0.680209261,1.986425339,0.093744524,0.994770786,2873,0.034168565,422,587,17,0,2,4,3,1,direct,2
0,3,7,food/clothes,highgrow,0,1.5,6,1,,15,0,0.683366733,5.898734177,0.04434907,1.522875817,474,0.011444921,88,0,0,0,2,2,2,0,direct,2
0,1,8,food/clothes,matured,0.375,1.333333333,8,3,engineer,12,0,0.456124722,1.21048321,0.161705007,0.523000708,1221,0.01150203,223,108,21,0,3,4,3,4,direct,3
0,7,5,food/clothes,highgrow,0,1,9,3,business,0,0,0.799045346,1.349168646,0.026408451,0.868501529,421,0.079225352,21,196,3,0,3,4,3,1,direct,2
0,1,3,food/clothes,highgrow,0,1.2,6,2,engineer,20,0,0.647058824,5.425233645,0.04364054,0.81588194,642,0.008039047,103,12,31,0,2,4,3,1,direct,2
0,7,1,food/clothes,growing,0.333333333,1.2,6,5,engineer,0,0,0.749034749,2.972307692,-0.258799172,0.483,325,0.025879917,-261,67,17,0,3,4,4,2,both,2
0,1,5,food/clothes,growing,0,1,7,3,naturalschience,0,0,0.713715047,2.409302326,-0.017374517,1.143487859,430,0.036679537,57,60,7,0,2,3,4,1,direct,2
0,3,5,food/clothes,highgrow,0,1,9,4,engineer,12,0,0.599003736,10.39130435,0.054991034,2.175552666,322,0.004482965,155,0,2,0,3,3,3,0,direct,2
0,3,1,food/clothes,growing,0.333333333,1.2,6,3,humanities,12,0,1.210754017,-1.167155425,-0.819095477,1.33557047,-341,0.047738693,-348,59,3,0,3,4,4,2,direct,2
0,3,1,food/clothes,growing,0.166666667,1.2,6,3,humanities,3,0,0.981391586,41.13043478,0.11205074,1.379008746,23,0.041226216,66,38,4,0,3,4,3,2,direct,2
0,3,5,food/clothes,growing,0,1,9,1,,22,0,0.876762549,4.704805492,0.066634241,11.81609195,437,0.012645914,111,0,0,0,2,3,2,0,both,2
0,2,3,food/clothes,highgrow,0.068965517,1.035714286,29,3,engineer,5,0,0.178952852,1.354060914,-0.381443299,1.164847162,3152,0.018275539,1908,52,9,0,3,3,4,1,direct,2
0,5,6,food/clothes,matured,0.176470588,1.0625,17,1,,8,0,0.518947838,2.461538462,0.108433735,1.049802372,1079,0.016942771,214,245,16,0,3,4,3,0,direct,2
90,4,8,food/clothes,matured,0.055555556,1.058823529,18,2,business,7,0,0.544206009,1.510357815,0.07273483,0.976064909,1593,0.041147132,78,1019,6,0,2,4,4,1,direct,2
5,3,6,food/clothes,highgrow,0.238095238,1.105263158,21,3,naturalschience,8,0,0.735752764,2.092274678,0.063589744,1.049515608,932,0.032307692,72,160,0,0,2,4,3,0,direct,3
0,3,5,food/clothes,highgrow,0.034482759,1,29,3,humanities,5,1,0.781435981,3.407444417,-0.090175953,0.944598338,4003,0.031085044,-1750,30,4,0,2,3,4,0,direct,1
0,1,2,food/clothes,matured,0.153846154,1.083333333,13,1,,3,0,0.625883632,3.632267442,0.057422969,1.079248542,1376,0.013005202,210,187,28,0,2,4,4,0,direct,1
0,7,5,food/clothes,highgrow,0.166666667,1,12,4,engineer,9,0,0.5873301,2.451538015,0.112926136,1.327571305,6892,0.01023911,1569,105,10,0,2,4,4,0,direct,1
0,2,3,food/clothes,highgrow,0.2,1.153846154,15,3,engineer,17,0,0.466738197,1.982293763,0.028014616,1.931764706,2485,0.003451076,742,374,4,0,2,3,3,0,direct,1
10,2,4,food/clothes,highgrow,0.157894737,1,19,4,humanities,8,0,0.647431621,2.126773888,0.047597865,0.86163281,1057,0.023576512,54,217,5,0,2,4,3,2,direct,1
0,1,3,food/clothes,matured,0.3125,1.066666667,16,5,engineer,5,0,0.712950139,1.215319662,0.171712159,1.133295838,1658,0.052109181,216,161,15,1,2,4,3,1,both,3
0,3,1,food/clothes,matured,0.042553191,1.068181818,47,2,business,3,0,0.65837535,3.538865202,0.038461538,1.023136734,3049,0.011955514,259,102,7,0,3,4,4,0,direct,2
0.1,9,3,food/clothes,highgrow,0.06122449,1.166666667,49,3,engineer,0,0,0.759368538,2.539090337,0.151147433,1.150973872,4771,0.041274558,1166,969,18,1,3,5,3,4,both,3
8,1,3,food/clothes,growing,0.0625,1.090909091,48,3,humanities,15,0,0.854328444,15.91609082,0.028220554,0.86566443,1013,0.026235812,212,54,0,0,2,4,4,0,direct,1
40,5,1,food/clothes,highgrow,0.057142857,1.09375,35,4,engineer,12,0,0.81061747,5.543406229,0.037776449,1.122818792,1509,0.017095039,313,321,1,0,3,4,4,0,direct,2
0,2,1,food/clothes,highgrow,0.142857143,1,35,3,humanities,8,0,0.211851852,1.782372598,0.070424186,0.711878545,4788,0.001640497,488,286,1,0,3,4,3,0,direct,2
13,1,5,food/clothes,highgrow,0.106382979,0.758064516,47,4,engineer,12,0,0.67833834,5.025442834,6.41E-05,1.066065451,3105,0.020635734,233,367,13,0,2,3,3,0,direct,2
0,4,3,food/clothes,growing,0.090909091,1.073170732,44,3,business,0,2,0.609859754,2.069716776,0.166315789,1.219903692,3672,0.022105263,168,606,2,0,2,4,4,0,direct,1
40,4,3,food/clothes,matured,0.171875,1,64,3,business,10,0,0.462328296,1.890180217,0.053603835,1.082541637,19532,0.02026057,596,867,2,0,3,3,3,1,direct,2
